log_mu,log_coupling,log_likelihood,chi2,likelihood
15.0,-10.0,-17.986024642669523,33.44989321505678,5.450646014515644e-08
15.208333333333334,-10.0,-16.113722594096174,29.70528911791008,3.544691357444661e-07
15.416666666666666,-10.0,-12.941127839369734,23.3600996084572,8.46094402046038e-06
15.625,-10.0,-5.516737694539719,8.511319318797172,0.014183731227258883
15.833333333333334,-10.0,-2.3851307512634614,2.2481054322446563,0.3249601511154477
16.041666666666668,-10.0,-1.7207064010703959,0.9192567318585252,0.6315182956171829
16.25,-10.0,-1.513823924786281,0.5054917792902955,0.7766652154239131
16.458333333333332,-10.0,-1.5925815962139007,0.6630071221455349,0.7178435999188888
16.666666666666668,-10.0,-2.036667745387481,1.5511794204926956,0.46043217934978825
16.875,-10.0,-1.9840616856586655,1.4459673010350644,0.4853021217621699
17.083333333333332,-10.0,-1.7148094818672628,0.9074628934522591,0.6352533096965269
17.291666666666668,-10.0,-1.859451169666972,1.1967462690516775,0.5497052054580959
17.5,-10.0,-1.5229897885699635,0.5238235068576604,0.7695789334132506
17.708333333333332,-10.0,-1.7128449892067084,0.9035339081311502,0.6365024867588654
17.916666666666668,-10.0,-1.8777291037239845,1.2333021371657025,0.5397489966080409
18.125,-10.0,-1.625662385670136,0.7291687010580055,0.6944852533232562
18.333333333333332,-10.0,-2.4289317563598263,2.335707442437386,0.31103379061225644
18.541666666666668,-10.0,-1.8843546950520518,1.246553319821837,0.5361846612904269
18.75,-10.0,-1.7580234897581077,0.993890909233949,0.6083861675626949
18.958333333333332,-10.0,-1.9262435092933001,1.3303309483043337,0.514188435771105
19.166666666666668,-10.0,-2.0829982715788975,1.6438404728755285,0.4395867330787517
19.375,-10.0,-2.6213833441620755,2.7206106180418845,0.2565824280639499
19.583333333333336,-10.0,-1.8379815297710769,1.1538069892598872,0.561634781886395
19.791666666666668,-10.0,-2.370611450153863,2.2190668300254592,0.32971276421717544
20.0,-10.0,-2.089084277941724,1.6560124856011815,0.43691952996442746
15.0,-9.791666666666666,-24.047223073825062,45.57229007736786,1.2708753198072682e-10
15.208333333333334,-9.791666666666666,-15.902030619185753,29.28190516808924,4.3804132397537486e-07
15.416666666666666,-9.791666666666666,-15.191503096540055,27.860850122797842,8.914423559084931e-07
15.625,-9.791666666666666,-10.125861530554225,17.729566990826182,0.00014127764427390501
15.833333333333334,-9.791666666666666,-3.8157393693206902,5.109322668359114,0.07771854822675782
16.041666666666668,-9.791666666666666,-1.7311049408944563,0.9400538115066461,0.6249854523520677
16.25,-9.791666666666666,-1.6603756987008276,0.7985953271193886,0.6707910015959041
16.458333333333332,-9.791666666666666,-1.7382517169719744,0.9543473636616824,0.6205347443230682
