Model,Combined_Constraint_Mean,Combined_Constraint_Std,Constraint_16th_Percentile,Constraint_Median,Constraint_84th_Percentile
string_theory,0.24470918921137466,1.0101996820815857,-0.5912084335417551,-0.039495950635293195,1.049972787891939
rainbow_gravity,0.2473936654591586,1.0099196516820221,-0.5343865927977501,-0.01576514098523088,0.9460223805003543
polymer_quantum,0.28225404115409536,1.0100499375507273,-0.588374283311673,0.02376340088976049,1.1487998057245623
