Comparison,Log_Bayes_Factor,Log_BF_Uncertainty,Bayes_Factor,BF_CI_Lower,BF_CI_Upper
string_theory_vs_rainbow_gravity,119.09542214284761,139.18766114608835,5.278185588669063e+51,1.7520867867709854e-67,1.5900606818556674e+170
