GRB_file,best_model,n_terms,aic,chi2_dof,r_squared,α₁,α₁_error,E_LV_est_GeV,E_LV_error_GeV
grb_sample1.csv,linear,1,-126.74094178993712,N/A,0.9999963000987235,1.562370298060054e+17,88769992599239.89,0.6400531303249098,0.0003636622618377416
grb_sample2.csv,linear,1,-135.00281021479626,N/A,0.9999984984154264,1.2238010265929666e+17,43170215061466.4,0.8171262960809704,0.0002882455331190658
