observable,uncertainty_source,variance_contribution,rms_uncertainty,relative_uncertainty,fractional_contribution
GRB,intrinsic_delay_errors,8.062828884369019,2.8395120856177067,0.7395502403167671,0.8310140579112489
GRB,energy_errors,1.6057364022657103,1.267176547394131,0.5589227485837441,0.16549892633459556
GRB,timing_errors,0.02880122181723936,0.16970922726015625,0.1450866790695249,0.00296846436385945
GRB,redshift_errors,0.004603075403863088,0.06784596822113373,0.06353535082794257,0.0004744265846508883
GRB,detector_response_errors,0.00042811641281736247,0.020690974187247985,0.020271536351855874,4.412480564525905e-05
